,uuid,municipio,estrato_vivienda,nivel_educativo,cilin_grupo,modelo_grupo,dias_semana,herramienta_trabajo,transporte_cotidiano,trabajo_domicilios,trabajo_transporte_pasajeros,frecuencia_revisionpre,costo_casco,costo_mantenimiento,gasto_anual,licencia_moto,licencia_curso,experiencia,riesgo_velocidad,riesgo_sinlucesdia,riesgo_sinlucesnoche,riesgo_sinreflectivos,motivo_dinero,motivo_tiempo,motivo_independencia,epp_casco,epp_guantes,epp_botas,epp_rodilleras,epp_reflectivos,epp_chaquetaprot,epp_chaquetairbag,edad,sexo,clase_moto,tipo_freno,sector
185,1_10_1165,MEDELLÍN,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,108000,49000.0,970000.0,1,0,>20,1,1,1,1,1,1,0,1,1,0,0,0,0,0,56,hombre,moto_street,frenos_mixto,sector_servicio
188,1_10_1168,MEDELLÍN,2,Universitaria o postgrado,100-125,2021-2022,7,0,1,0,0,Mayor a 75%,160000,107000.0,1160000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,0,1,0,26,mujer,moto_scooter,frenos_mixto,sector_servicio
190,1_10_117,MEDELLÍN,2,Secundaria,126-200,2021-2022,7,1,0,0,0,Mayor a 75%,243000,93000.0,710000.0,1,0,>20,1,0,1,1,1,1,1,1,1,0,0,0,1,0,52,hombre,moto_street,frenos_mixto,sector_servicio
195,1_10_1174,MEDELLÍN,3,Técnica / Tecnológica,126-200,2011-2020,6,0,1,0,0,Mayor a 75%,888000,168000.0,1350000.0,1,1,6-10,1,0,1,1,1,1,0,1,1,0,0,1,0,0,33,hombre,moto_street,frenos_disco,sector_servicio
196,1_10_1175,MEDELLÍN,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Mayor a 75%,338000,114000.0,1340000.0,1,0,6-10,1,0,1,1,1,1,1,1,1,0,0,1,1,0,28,hombre,moto_street,frenos_mixto,sector_servicio
197,1_10_1176,MEDELLÍN,2,Secundaria,100-125,2001-2010,7,0,1,0,0,Mayor a 75%,275000,46000.0,920000.0,1,0,11-20,1,1,1,1,1,1,0,1,1,0,0,0,0,0,31,hombre,moto_street,frenos_mixto,sector_servicio
201,1_10_118,MEDELLÍN,2,Primaria o menos,>200,2011-2020,7,1,0,0,0,Mayor a 75%,31000,170000.0,2360000.0,1,0,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,37,hombre,moto_deportiva,frenos_tambor,sector_servicio
202,1_10_1181,MEDELLÍN,3,Secundaria,126-200,2021-2022,7,0,1,0,0,Entre 25% y 50%,218000,160000.0,1700000.0,1,1,3-5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,22,hombre,moto_scooter,frenos_disco,sector_comercio
203,1_10_1182,MEDELLÍN,2,Secundaria,>200,2011-2020,7,0,1,0,0,Entre 50% y 75%,264000,108000.0,1025000.0,1,0,11-20,1,0,1,0,1,1,0,1,0,0,0,0,0,0,37,hombre,moto_street,frenos_mixto,sector_comercio
204,1_10_1183,MEDELLÍN,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,122000,117000.0,965000.0,1,0,11-20,1,1,0,0,1,1,0,1,0,0,0,0,0,0,31,hombre,moto_street,frenos_mixto,sector_comercio
210,1_10_1189,MEDELLÍN,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,190000,152000.0,1025000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_mixto,sector_comercio
214,1_10_1192,MEDELLÍN,3,Secundaria,126-200,2021-2022,3,0,1,0,0,Entre 50% y 75%,411000,100000.0,1400000.0,1,1,3-5,1,0,1,1,0,0,1,1,1,0,0,0,1,0,23,hombre,moto_deportiva,frenos_disco,sector_servicio
215,1_10_1193,MEDELLÍN,2,Universitaria o postgrado,100-125,2011-2020,5,0,1,0,0,Entre 50% y 75%,149000,131000.0,1370000.0,1,0,11-20,1,1,1,1,0,1,0,1,1,0,0,1,0,0,46,mujer,moto_street,frenos_mixto,sector_servicio
223,1_10_120,MEDELLÍN,2,Secundaria,100-125,<=2000,7,0,1,0,0,Mayor a 75%,256000,45000.0,885000.0,1,1,11-20,1,0,1,1,1,1,1,1,1,0,0,0,1,0,51,hombre,moto_street,frenos_tambor,sector_servicio
225,1_10_1201,MEDELLÍN,2,Universitaria o postgrado,100-125,2011-2020,5,0,1,0,0,Entre 50% y 75%,133000,70000.0,1770000.0,1,0,>20,1,1,1,1,1,1,0,1,1,0,0,1,1,0,46,hombre,moto_street,frenos_mixto,sector_transporte
236,1_10_1211,MEDELLÍN,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,309000,99000.0,1150000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,0,1,0,33,mujer,moto_scooter,frenos_disco,sector_comercio
237,1_10_1212,MEDELLÍN,1,Primaria o menos,>200,2011-2020,6,0,1,0,0,Mayor a 75%,254000,190000.0,1440000.0,1,0,>20,1,0,1,1,1,1,1,1,1,0,0,1,0,0,52,hombre,moto_street,frenos_disco,sector_comercio
238,1_10_1213,MEDELLÍN,2,Secundaria,126-200,2001-2010,7,0,1,0,0,Mayor a 75%,603000,62000.0,960000.0,1,1,0-2,1,0,1,1,1,1,0,1,1,0,0,0,0,0,17,hombre,moto_scooter,frenos_disco,sector_comercio
239,1_10_1214,MEDELLÍN,2,Secundaria,100-125,2011-2020,6,0,1,0,0,Entre 50% y 75%,43000,108000.0,1250000.0,1,1,11-20,1,0,1,1,1,1,0,1,0,0,0,1,0,0,67,hombre,moto_street,frenos_mixto,sector_servicio
241,1_10_1216,MEDELLÍN,3,Secundaria,126-200,2011-2020,6,0,1,0,0,Entre 25% y 50%,294000,182000.0,1610000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,19,hombre,moto_street,frenos_disco,sector_servicio
242,1_10_1217,MEDELLÍN,3,Secundaria,<100,2001-2010,7,1,0,0,0,Entre 25% y 50%,157000,66000.0,1170000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,23,hombre,moto_street,frenos_tambor,sector_servicio
243,1_10_1218,MEDELLÍN,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Mayor a 75%,198000,111000.0,1050000.0,1,0,>20,1,0,1,1,1,1,1,1,1,0,0,1,0,0,54,hombre,moto_street,frenos_mixto,sector_comercio
244,1_10_1219,MEDELLÍN,3,Secundaria,126-200,2011-2020,6,0,1,0,0,Mayor a 75%,338000,115000.0,1290000.0,1,0,>20,1,1,1,1,1,1,1,1,1,0,0,0,0,0,48,hombre,moto_street,frenos_mixto,sector_comercio
245,1_10_122,MEDELLÍN,3,Secundaria,100-125,2011-2020,5,1,0,0,0,Mayor a 75%,162000,82000.0,1220000.0,1,1,>20,1,0,1,1,1,0,1,1,1,0,0,0,0,0,39,hombre,moto_street,frenos_tambor,sector_comercio
258,1_10_1231,MEDELLÍN,3,Secundaria,100-125,2011-2020,6,0,1,0,0,Mayor a 75%,241000,115000.0,1490000.0,1,0,>20,1,0,1,1,1,1,1,1,0,0,0,1,0,0,47,hombre,moto_scooter,frenos_mixto,sector_servicio
261,1_10_1234,MEDELLÍN,2,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Nunca,466000,109000.0,1290000.0,1,0,6-10,1,0,1,0,1,1,0,1,0,0,0,0,0,0,27,mujer,moto_scooter,frenos_mixto,sector_servicio
262,1_10_1235,MEDELLÍN,3,Secundaria,100-125,2011-2020,6,0,1,0,0,Mayor a 75%,443000,116000.0,1190000.0,1,1,>20,1,1,1,1,1,1,1,1,0,0,0,1,0,0,57,mujer,moto_scooter,frenos_mixto,sector_servicio
267,1_10_124,MEDELLÍN,3,Secundaria,100-125,2011-2020,5,1,0,0,0,Mayor a 75%,140000,70000.0,1710000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,1,0,54,hombre,moto_street,frenos_mixto,sector_servicio
274,1_10_1246,MEDELLÍN,2,Secundaria,100-125,2011-2020,5,0,1,0,0,Mayor a 75%,92000,22000.0,860000.0,1,0,6-10,1,1,1,1,1,1,0,1,1,0,0,0,0,0,47,hombre,moto_street,frenos_mixto,sector_transporte
285,1_10_1256,MEDELLÍN,3,Secundaria,100-125,2011-2020,7,0,0,0,0,Mayor a 75%,331000,193000.0,2650000.0,1,0,3-5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,21,mujer,moto_scooter,frenos_mixto,sector_servicio
286,1_10_1257,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,325000,61000.0,1160000.0,1,0,3-5,1,1,1,1,1,1,0,1,1,0,0,1,1,0,33,mujer,moto_street,frenos_mixto,sector_comercio
287,1_10_1258,MEDELLÍN,3,Técnica / Tecnológica,<100,2021-2022,7,0,1,0,0,Mayor a 75%,177000,69000.0,960000.0,1,0,6-10,1,1,1,1,1,1,0,0,0,0,0,0,1,0,32,hombre,moto_street,frenos_mixto,sector_comercio
288,1_10_1259,MEDELLÍN,3,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,227000,50000.0,1060000.0,1,0,>20,1,1,1,1,1,1,0,1,1,0,0,0,0,0,63,hombre,moto_street,frenos_mixto,sector_servicio
292,1_10_1262,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,204000,7000.0,960000.0,1,1,0-2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,38,mujer,moto_scooter,frenos_mixto,sector_transporte
295,1_10_1265,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,258000,59000.0,1110000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_mixto,sector_transporte
298,1_10_1268,MEDELLÍN,2,Secundaria,100-125,2011-2020,7,1,1,0,0,Nunca,190000,175000.0,1060000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,hombre,moto_scooter,frenos_mixto,sector_servicio
299,1_10_1269,MEDELLÍN,2,Universitaria o postgrado,126-200,2011-2020,7,0,1,0,0,Nunca,126000,153000.0,830000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,34,hombre,moto_scooter,frenos_mixto,sector_servicio
301,1_10_1270,MEDELLÍN,2,Secundaria,100-125,2011-2020,7,1,1,0,0,Menos del 25%,194000,52000.0,780000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17,hombre,moto_scooter,frenos_disco,sector_servicio
331,1_10_1297,MEDELLÍN,3,Técnica / Tecnológica,<100,2011-2020,7,1,0,0,0,Mayor a 75%,320000,53000.0,1115000.0,1,1,0-2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,34,hombre,moto_street,frenos_tambor,sector_servicio
332,1_10_1298,MEDELLÍN,2,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Nunca,25000,197000.0,1730000.0,1,0,11-20,0,0,1,1,1,1,1,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_mixto,sector_servicio
336,1_10_1300,MEDELLÍN,2,Secundaria,100-125,2011-2020,7,1,0,1,0,Entre 50% y 75%,91000,20000.0,1130000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,28,hombre,moto_street,frenos_mixto,sector_servicio
338,1_10_1302,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,6,0,1,0,0,Nunca,270000,152000.0,1030000.0,1,1,0-2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,31,mujer,moto_street,frenos_mixto,sector_comercio
341,1_10_1305,MEDELLÍN,2,Técnica / Tecnológica,<100,2011-2020,7,1,0,1,0,Nunca,119000,188000.0,1465000.0,1,0,11-20,0,0,1,1,1,1,1,1,0,0,0,0,0,0,21,hombre,moto_street,frenos_tambor,sector_servicio
347,1_10_1310,MEDELLÍN,3,Técnica / Tecnológica,126-200,2011-2020,4,0,1,0,0,Menos del 25%,213000,189000.0,1090000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,1,0,0,31,hombre,moto_street,frenos_disco,sector_servicio
348,1_10_1311,MEDELLÍN,1,Técnica / Tecnológica,126-200,2011-2020,5,0,1,0,0,Nunca,305000,194000.0,980000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,1,0,0,37,hombre,moto_street,frenos_mixto,sector_comercio
349,1_10_1312,MEDELLÍN,3,Secundaria,<100,2001-2010,5,0,1,0,0,Nunca,111000,129000.0,885000.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,37,hombre,moto_street,frenos_mixto,sector_comercio
350,1_10_1313,MEDELLÍN,2,Primaria o menos,100-125,2011-2020,7,1,0,1,0,Nunca,122000,124000.0,1040000.0,1,1,11-20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,38,hombre,moto_street,frenos_mixto,sector_servicio
357,1_10_132,MEDELLÍN,3,Secundaria,>200,2001-2010,6,0,1,0,0,Mayor a 75%,134000,141000.0,1560000.0,1,1,>20,1,0,1,1,1,1,1,1,1,0,1,1,0,0,47,hombre,moto_deportiva,frenos_disco,sector_servicio
359,1_10_1321,MEDELLÍN,3,Técnica / Tecnológica,100-125,2001-2010,7,0,1,0,0,Entre 50% y 75%,133000,70000.0,1060000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,27,hombre,moto_scooter,frenos_mixto,sector_comercio
362,1_10_1324,MEDELLÍN,2,Secundaria,<100,2001-2010,7,0,1,0,0,Mayor a 75%,290000,13000.0,950008.0,1,0,>20,1,1,1,1,1,1,0,1,1,0,0,0,0,0,58,hombre,moto_street,frenos_tambor,sector_servicio
366,1_10_1328,MEDELLÍN,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,128000,58000.0,1070000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_mixto,sector_transporte
372,1_10_1333,MEDELLÍN,3,Secundaria,100-125,2011-2020,2,0,1,0,0,Mayor a 75%,423000,59000.0,900000.0,1,0,6-10,1,1,1,1,0,0,0,1,1,1,0,1,0,0,32,mujer,moto_scooter,frenos_mixto,sector_servicio
375,1_10_1336,MEDELLÍN,2,Secundaria,100-125,2011-2020,5,0,1,0,0,Mayor a 75%,120000,54000.0,930000.0,1,0,3-5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,23,hombre,moto_street,frenos_mixto,sector_comercio
377,1_10_1338,MEDELLÍN,3,Secundaria,<100,2011-2020,7,0,1,0,0,Mayor a 75%,120000,74000.0,960000.0,1,0,6-10,1,1,1,1,1,0,0,1,1,0,0,1,0,0,39,hombre,moto_street,frenos_mixto,sector_comercio
379,1_10_134,MEDELLÍN,2,Secundaria,<100,2011-2020,7,1,0,0,0,Mayor a 75%,473000,80000.0,3510000.0,1,1,>20,1,0,1,1,1,1,1,1,1,0,0,0,0,0,29,hombre,moto_street,frenos_tambor,sector_servicio
384,1_10_1344,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,420000,7000.0,960000.0,1,0,6-10,1,1,1,1,0,1,0,1,0,0,0,1,0,0,28,hombre,moto_street,frenos_mixto,sector_comercio
390,1_10_135,MEDELLÍN,2,Técnica / Tecnológica,<100,2011-2020,7,1,0,0,0,Mayor a 75%,127000,172000.0,1090000.0,1,0,0-2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,29,hombre,moto_street,frenos_tambor,sector_servicio
393,1_10_1352,MEDELLÍN,3,Secundaria,100-125,2011-2020,5,0,1,0,0,Mayor a 75%,124000,59000.0,970000.0,1,0,0-2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,24,hombre,moto_street,frenos_mixto,sector_servicio
397,1_10_1356,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,5,0,1,0,0,Mayor a 75%,209000,28000.0,980000.0,1,1,6-10,1,1,1,1,1,1,0,1,1,0,0,1,0,0,32,mujer,moto_scooter,frenos_mixto,sector_comercio
399,1_10_1358,MEDELLÍN,3,Técnica / Tecnológica,126-200,2001-2010,6,1,0,0,0,Mayor a 75%,193000,65000.0,1080000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,37,hombre,moto_street,frenos_mixto,sector_servicio
401,1_10_136,MEDELLÍN,2,Secundaria,100-125,2021-2022,7,1,1,1,0,Entre 25% y 50%,265000,28000.0,875000.0,1,0,>20,1,1,1,1,1,1,1,1,1,0,0,1,0,0,51,mujer,moto_scooter,frenos_tambor,sector_comercio
413,1_10_1370,MEDELLÍN,1,Técnica / Tecnológica,126-200,2011-2020,6,0,1,0,0,Mayor a 75%,127000,192000.0,980000.0,1,1,11-20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,29,mujer,moto_street,frenos_disco,sector_servicio
415,1_10_1372,MEDELLÍN,4,Universitaria o postgrado,>200,2011-2020,2,0,0,0,0,Mayor a 75%,246000,176000.0,5670000.0,1,0,3-5,1,1,1,1,0,0,0,1,1,1,0,0,1,0,33,hombre,moto_scooter,frenos_disco,sector_comercio
423,1_10_138,MEDELLÍN,3,Secundaria,126-200,2011-2020,7,1,0,0,0,Mayor a 75%,155000,327000.0,1250000.0,1,0,>20,1,0,1,1,0,0,1,1,1,1,1,1,1,1,47,hombre,moto_street,frenos_disco,sector_transporte
430,1_10_1386,MEDELLÍN,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,200000,108000.0,1130000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,58,hombre,moto_street,frenos_mixto,sector_servicio
434,1_10_141,MEDELLÍN,1,Secundaria,>200,2021-2022,7,0,1,0,0,Mayor a 75%,375000,361000.0,2360000.0,1,0,6-10,1,0,0,1,1,0,1,1,1,0,0,1,0,0,22,hombre,moto_scooter,frenos_disco,sector_servicio
435,1_10_142,MEDELLÍN,2,Secundaria,>200,2001-2010,7,0,1,0,0,Mayor a 75%,467000,566000.0,1240000.0,1,1,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,32,hombre,moto_street,frenos_disco,sector_comercio
440,1_10_147,MEDELLÍN,2,Secundaria,100-125,2021-2022,7,0,1,0,0,Nunca,190000,138000.0,1300000.0,1,1,3-5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,18,hombre,moto_street,frenos_mixto,sector_comercio
444,1_10_150,MEDELLÍN,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Nunca,213000,196000.0,1740000.0,1,0,3-5,0,0,1,1,1,1,0,1,1,1,0,0,0,0,22,hombre,moto_street,frenos_mixto,sector_servicio
446,1_10_152,MEDELLÍN,2,Técnica / Tecnológica,100-125,2001-2010,7,1,0,0,0,Mayor a 75%,307000,183000.0,1430000.0,1,1,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_mixto,sector_transporte
449,1_10_156,MEDELLÍN,3,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Mayor a 75%,123000,105000.0,930000.0,1,0,11-20,1,0,1,1,1,1,1,1,0,0,0,0,1,0,52,hombre,moto_street,frenos_tambor,sector_servicio
452,1_10_159,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,7,1,1,0,0,Mayor a 75%,426000,189000.0,1895000.0,1,1,3-5,1,1,1,0,1,1,1,1,0,0,0,0,0,1,22,hombre,moto_street,frenos_mixto,sector_servicio
456,1_10_162,MEDELLÍN,3,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,210000,95000.0,760000.0,1,1,>20,1,1,1,1,1,1,0,1,1,0,0,0,1,0,46,hombre,moto_street,frenos_mixto,sector_servicio
463,1_10_169,MEDELLÍN,2,Técnica / Tecnológica,126-200,2011-2020,6,1,0,1,0,Mayor a 75%,100000,32000.0,1240000.0,1,0,6-10,1,1,1,1,1,0,1,1,1,0,0,0,0,0,21,hombre,moto_deportiva,frenos_mixto,sector_comercio
471,1_10_177,MEDELLÍN,3,Secundaria,100-125,2011-2020,6,0,1,0,0,Mayor a 75%,137000,148000.0,1080000.0,1,1,11-20,1,0,1,1,1,1,1,0,1,0,0,0,0,0,26,hombre,moto_street,frenos_mixto,sector_servicio
474,1_10_18,MEDELLÍN,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Mayor a 75%,106000,41000.0,1960000.0,1,0,11-20,1,1,1,1,1,1,1,1,1,0,0,1,0,0,51,hombre,moto_street,frenos_disco,sector_comercio
475,1_10_180,MEDELLÍN,2,Secundaria,126-200,2011-2020,7,1,1,0,0,Entre 50% y 75%,295000,112000.0,1000000.0,1,1,3-5,1,0,1,1,1,1,0,1,0,0,0,0,1,0,22,hombre,moto_street,frenos_mixto,sector_servicio
477,1_10_182,MEDELLÍN,3,Técnica / Tecnológica,126-200,2011-2020,6,0,1,0,0,Mayor a 75%,386000,100000.0,870900.0,1,0,11-20,1,0,1,1,1,1,1,1,1,0,0,0,0,0,32,hombre,moto_deportiva,frenos_disco,sector_servicio
479,1_10_184,MEDELLÍN,5,Universitaria o postgrado,<100,2011-2020,7,1,0,0,0,Mayor a 75%,201000,27000.0,2450000.0,1,1,11-20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,31,hombre,moto_street,frenos_tambor,sector_transporte
480,1_10_185,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,2,0,1,0,0,Mayor a 75%,268000,21000.0,810000.0,1,0,6-10,1,0,1,1,1,1,0,1,1,0,0,0,0,0,21,hombre,moto_street,frenos_mixto,sector_servicio
484,1_10_189,MEDELLÍN,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Mayor a 75%,146000,588000.0,1630000.0,1,0,6-10,1,1,1,1,1,1,1,1,1,0,0,1,0,0,27,hombre,moto_deportiva,frenos_disco,sector_comercio
485,1_10_19,MEDELLÍN,3,Técnica / Tecnológica,126-200,2021-2022,6,0,1,0,0,Menos del 25%,343000,62000.0,965000.0,1,1,11-20,1,0,1,0,1,1,0,0,1,0,0,0,0,0,51,hombre,moto_scooter,frenos_disco,sector_comercio
486,1_10_190,MEDELLÍN,1,Secundaria,<100,<=2000,7,0,1,0,0,Mayor a 75%,139000,323000.0,1126000.0,1,0,>20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,42,hombre,moto_scooter,frenos_disco,sector_servicio
487,1_10_191,MEDELLÍN,3,Técnica / Tecnológica,100-125,2001-2010,5,0,1,0,0,Mayor a 75%,116000,124000.0,600000.0,1,1,0-2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,38,mujer,moto_scooter,frenos_disco,sector_servicio
488,1_10_192,MEDELLÍN,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,113000,51000.0,890000.0,1,1,6-10,1,1,1,1,0,1,1,1,0,0,0,0,0,0,22,hombre,moto_street,frenos_mixto,sector_servicio
489,1_10_193,MEDELLÍN,4,Primaria o menos,126-200,2011-2020,5,0,1,0,0,Mayor a 75%,256000,140000.0,3135000.0,1,0,11-20,1,1,1,1,1,1,0,1,1,0,0,0,1,0,47,hombre,moto_scooter,frenos_disco,sector_comercio
490,1_10_194,MEDELLÍN,1,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Mayor a 75%,151000,162000.0,1350000.0,1,1,3-5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,21,hombre,moto_street,frenos_mixto,sector_transporte
491,1_10_195,MEDELLÍN,3,Secundaria,<100,2011-2020,7,0,1,0,0,Mayor a 75%,147000,42000.0,635000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,56,hombre,moto_street,frenos_tambor,sector_servicio
498,1_10_200,MEDELLÍN,3,Técnica / Tecnológica,126-200,2011-2020,7,1,0,0,0,Mayor a 75%,187000,59000.0,1030000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,0,1,0,1,0,26,hombre,moto_deportiva,frenos_disco,sector_servicio
499,1_10_201,MEDELLÍN,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,443000,506000.0,1460000.0,1,1,0-2,1,1,1,1,1,1,0,1,1,1,0,1,0,0,23,mujer,moto_scooter,frenos_disco,sector_servicio
503,1_10_205,MEDELLÍN,4,Universitaria o postgrado,100-125,2021-2022,7,1,0,0,0,Nunca,172000,46000.0,740000.0,1,1,6-10,0,0,1,0,1,1,0,1,0,0,0,0,0,0,17,hombre,moto_street,frenos_tambor,sector_transporte
508,1_10_21,MEDELLÍN,2,Técnica / Tecnológica,126-200,2021-2022,7,0,1,0,0,Nunca,240000,21000.0,1070000.0,1,0,6-10,1,0,1,1,1,1,0,0,1,0,0,1,0,0,21,mujer,moto_scooter,frenos_disco,sector_comercio
512,1_10_213,MEDELLÍN,3,Secundaria,100-125,2001-2010,6,0,1,0,0,Mayor a 75%,285000,113000.0,1340000.0,1,0,3-5,1,1,1,1,1,0,1,1,1,0,0,0,0,0,24,hombre,moto_street,frenos_tambor,sector_servicio
514,1_10_215,MEDELLÍN,5,Universitaria o postgrado,<100,2011-2020,7,1,0,1,0,Mayor a 75%,213000,69000.0,690000.0,1,0,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_transporte
516,1_10_217,MEDELLÍN,3,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,242000,111000.0,1580000.0,1,0,6-10,1,0,1,1,1,1,1,1,1,0,0,1,0,0,21,hombre,moto_street,frenos_tambor,sector_servicio
519,1_10_22,MEDELLÍN,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,192000,100000.0,1400000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,32,hombre,moto_street,frenos_mixto,sector_servicio
523,1_10_223,MEDELLÍN,3,Secundaria,100-125,2001-2010,6,0,1,0,0,Entre 25% y 50%,159000,155000.0,1038000.0,1,1,11-20,1,1,1,1,1,1,0,1,1,0,0,1,0,0,28,hombre,moto_street,frenos_tambor,sector_servicio
524,1_10_224,MEDELLÍN,3,Universitaria o postgrado,>200,2011-2020,7,0,0,0,0,Mayor a 75%,18000,185000.0,1200000.0,1,1,6-10,1,0,1,1,1,1,0,1,1,0,0,0,0,0,39,hombre,moto_deportiva,frenos_disco,sector_servicio
525,1_10_225,MEDELLÍN,3,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,403000,148000.0,1007000.0,1,1,>20,1,0,1,1,1,1,1,0,1,0,1,1,0,0,43,mujer,moto_street,frenos_mixto,sector_servicio
526,1_10_227,MEDELLÍN,3,Secundaria,126-200,2001-2010,7,0,1,0,0,Menos del 25%,176000,72000.0,860000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,1,0,0,43,mujer,moto_scooter,frenos_disco,sector_comercio
529,1_10_23,MEDELLÍN,2,Secundaria,100-125,2001-2010,7,0,1,0,0,Mayor a 75%,218000,83000.0,1030000.0,1,0,6-10,1,0,1,1,1,1,0,0,1,0,0,1,0,0,26,mujer,moto_street,frenos_disco,sector_comercio
530,1_10_230,MEDELLÍN,3,Técnica / Tecnológica,126-200,2001-2010,6,0,0,0,0,Mayor a 75%,577000,196000.0,1350000.0,1,1,>20,1,0,1,1,0,0,0,1,1,0,1,0,0,0,64,hombre,moto_street,frenos_mixto,sector_comercio
531,1_10_231,MEDELLÍN,3,Secundaria,100-125,2011-2020,2,0,1,0,0,Mayor a 75%,25000,53000.0,192000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,0,1,1,0,0,51,mujer,moto_scooter,frenos_disco,sector_comercio
